miR,GSM1021014,GSM1021015,GSM1021016,GSM1021017,GSM1021019,GSM1021020,GSM1021021,GSM1021022,GSM1021023,GSM1021024,GSM1021026,GSM1021038,GSM1021039,GSM1021040,GSM1021042,GSM1021043,GSM1021044,GSM1021045,GSM1021046,GSM1021047,GSM1021048,GSM1021049,GSM1021051,GSM1021052,GSM1021055,GSM1021060,GSM1021061,GSM1021062,GSM1021063,GSM1021064,GSM1021065,GSM1021067,GSM1021069,GSM1021070,GSM1021071,GSM1021072,GSM1021073,GSM1021078,GSM1021080,GSM1021082,GSM1021083,GSM1021084,GSM1021086,GSM1021087
hsa-miR-302a,0,1.167470676,0,1.771581976,0.935576818,1.696708487,0.564571306,0.83520271,0.993479631,2.316414729,1.427961028,1.401521514,0.784131182,0.214954974,0.727730631,0.846026326,0.361728149,1.526599028,2.009521591,1.230321306,1.902280955,1.673018732,1.635115657,2.023012579,0.657343196,2.504502275,3.029934937,0.455207671,0.511347528,0.089706655,1.230321306,1.888982949,1.427961028,1.230321306,1.105126696,0,0,0.000210173,1.374651983,1.62121968,3.923131844,0.657343196,0.226898097,0.474963928
hsa-miR-302a*,0.764478754,0.000469439,0,0,0,0,0,0,0.747260573,0,0.528126843,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,1.299668612,0,0,3.473839342,0.278261267,2.215580827,0.553974371,0.167163739,0,0,0,0,1.415237303,0,0.000210173,0.000688884,0,0.373711909,0.125808921,0,0
hsa-miR-302b,0,2.534191149,1.323642223,0.747260573,0.71776041,0,0,1.415237303,0,1.192782785,0.387381152,0.824469678,0,0.402101838,0,0,0,0.000469439,0.000210173,1.091513188,1.487570754,0.001629967,1.554635774,0,2.35704555,1.462322639,2.415027617,3.688968135,3.923131844,1.299668612,1.721255835,0,1.760060413,1.192782785,0,3.84809489,0,0.000210173,1.118642239,0.657343196,3.388919362,3.045198148,2.009521591,0
hsa-miR-302b*,0,0.000469439,0,0,0,1.347776058,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.222468128,0.138153622,1.648833739,3.339848903,0,0.888872321,1.834923617,0.511347528,0.071275277,1.016775354,0,0.000210173,0.000688884,0,0.484895594,2.118586816,0.143542874,0
hsa-miR-302c,0,0.000469439,0.257116704,0,0,0,0,1.077964695,1.323642223,1.2884626,0.616968435,0,0.553974371,0.689067049,0.553974371,0,0,0.000469439,0.000210173,2.37E-05,1.241005105,0.001629967,0.000104359,0,0.636201884,0,5.37000481,0,0,0,0,0,2.548471325,1.323642223,0.373711909,0,0,0.000210173,0.000688884,0.624458783,0.214954974,1.914909542,0.727730631,0
hsa-miR-302c*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0.211754859,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,2.760741598,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-302d,0,0.000469439,0,0,0,0,0,0.846026326,1.066427085,0,0.91223565,0,0,0,0.544990959,0,0,0.000469439,0.000210173,2.37E-05,0.83520271,0.001629967,0.000104359,0,0.536433711,0,0.226898097,0.667265724,0.57276422,2.18622139,0.332719806,1.360079356,3.045198148,0,0.416604994,0.707711485,0.83520271,0.000210173,0.000688884,3.239660542,0,0,0,0
hsa-miR-302d*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,1.028977239,0,0,0,0,0,0,2.200478379,0.000688884,0,0,2.174050278,0,0
hsa-miR-302e,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,3.339848903,0,0.154906893,0.493243553,0,0,0.39393591,0,0,0,0,0.000210173,0.000688884,0,0,0.289379995,0,0
hsa-miR-302f,0,0.000469439,0,0,0.598794406,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,1.771581976,1.450754003,1.808006742,0,1.648833739,2.089376242,0.351757685,0,0,3.09097306,0.865520658,2.023012579,0,0,0.000210173,0.000688884,3.104581722,3.67090991,0,0,0
hsa-miR-30a,6.577813393,7.711322335,6.668284347,6.366912134,5.478698449,7.195043886,5.982868634,6.254179667,5.741279291,5.51444633,5.804732895,3.923131844,4.32590301,3.619077465,4.493325408,4.021781361,3.339848903,2.33051656,3.760961501,4.167457934,3.865734802,4.751026073,5.033537101,3.865734802,3.743409843,5.089669711,0.764478754,4.350156542,3.84809489,5.243067798,2.938773065,4.420569428,3.339848903,2.880593495,0.231412232,3.941958198,5.4480574,4.696680295,3.79651237,3.884994217,1.514700281,2.534191149,4.124833952,4.514803547
hsa-miR-30a*,2.953166176,3.210999858,2.370657099,3.325885189,2.924850218,1.710613927,2.062622329,2.662512674,3.272466251,1.955894582,3.257059712,0.402101838,0.855883373,0.28351289,1.439870071,0,0,0.000469439,0.000210173,0.993479631,0,0.001629967,0.000104359,0,1.771581976,0,0,0.093782359,0,0,0.252612287,0,0.120369377,0,0.13583788,0,1.928823294,0.000210173,0.000688884,1.539540547,0,0.118090637,0,0
hsa-miR-30b,5.51444633,2.302707719,5.572643291,6.099762759,6.668284347,3.865734802,4.778132501,5.768543474,6.328453775,5.741279291,6.28962553,6.710833519,6.886181608,5.741279291,6.44761097,6.534567045,5.9095804,5.741279291,6.024932903,5.4480574,5.51444633,5.124812242,4.041391975,6.44761097,6.254179667,5.033537101,6.628165727,5.943235306,6.886181608,6.254179667,6.534567045,5.393607956,6.628165727,7.018849089,6.577813393,6.024932903,5.478698449,6.061938109,6.175217141,5.637435521,5.9095804,6.44761097,6.254179667,5.60464848
hsa-miR-30b*,2.967862222,3.149864938,1.042503778,2.896779212,2.400202687,2.037535075,2.430407623,2.791744106,2.445586662,1.846753956,2.302707719,2.343430149,2.849598651,1.943023464,2.174050278,2.062622329,2.089376242,2.159004299,2.415027617,2.415027617,2.037535075,2.343430149,2.28768034,2.200478379,0.764478754,2.33051656,0.484895594,1.053419917,0.536433711,0.084393048,3.372814876,3.104581722,0.366893363,2.33051656,0.897860067,2.415027617,1.943023464,2.629382005,1.888982949,1.154593848,2.245286235,1.514700281,2.476718533,2.174050278
hsa-miR-30c,5.274051435,3.688968135,5.4480574,5.840519617,6.216399854,4.124833952,4.493325408,5.274051435,6.216399854,5.177135544,5.637435521,6.534567045,6.061938109,5.943235306,6.40684544,6.328453775,6.254179667,5.768543474,6.44761097,5.768543474,5.60464848,5.710094112,4.237074311,5.637435521,6.061938109,5.542788778,7.060542857,6.841423146,6.534567045,6.44761097,7.195043886,5.804732895,6.841423146,6.534567045,6.138497045,6.710833519,6.138497045,5.982868634,5.9095804,6.710833519,6.976582023,7.150759122,5.637435521,5.572643291
hsa-miR-30c-1*,1.192782785,1.566691648,0,1.401521514,1.539540547,1.760060413,1.783400498,0.993479631,1.206598562,1.771581976,0.351757685,1.981381985,1.130694699,1.27734253,1.105126696,0.897860067,0.57276422,1.566691648,0.000210173,1.27734253,1.86038934,1.733143855,1.888982949,2.776053194,1.427961028,2.791744106,0.211754859,2.534191149,0.244530191,2.999607704,3.525091255,1.167470676,2.103987353,1.696708487,0.636201884,0.945821902,0.855883373,0.000210173,1.62121968,0.91223565,0.737558317,2.35704555,0.802251438,1.26367178
hsa-miR-30c-2*,1.635115657,0.000469439,1.192782785,0.564571306,0,0.091600186,1.415237303,0.855883373,0.69873471,0.69873471,1.335273767,1.360079356,0.876556614,2.174050278,1.312643421,1.27734253,1.028977239,2.489484758,0.000210173,1.747316292,1.450754003,0.001629967,2.35704555,1.747316292,0,0.43464783,0.387381152,0,0.118090637,0,0,1.192782785,0.536433711,0,0,0,1.2884626,0.000210173,0.000688884,0,0.187755335,2.415027617,1.066427085,1.771581976
hsa-miR-30d,8.932139577,9.519927369,8.260775254,8.453585406,7.104662093,9.519927369,8.202020921,8.518852375,7.195043886,7.462185096,7.420080313,6.800394784,7.239395197,6.534567045,6.800394784,6.758694481,6.496902677,6.976582023,7.018849089,7.462185096,6.758694481,8.260775254,7.61234271,7.324369869,7.755448959,7.420080313,7.462185096,7.150759122,7.239395197,7.150759122,7.86242627,7.420080313,7.195043886,6.710833519,6.758694481,7.368308516,7.018849089,7.195043886,7.060542857,6.976582023,7.813546719,7.324369869,7.150759122,6.534567045
hsa-miR-30d*,1.969992557,1.834923617,1.2884626,1.118642239,0,0.138153622,1.006149806,2.215580827,0,0,0.57276422,1.130694699,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,1.230321306,0,0,3.310252395,1.487570754,0,2.662512674,0,0,0,0,2.050500585,2.023012579,0,0.000210173,0.000688884,1.648833739,0,1.347776058,0.39393591,0
hsa-miR-30e,7.420080313,7.755448959,7.281176188,7.281176188,6.710833519,7.813546719,6.710833519,6.976582023,6.496902677,6.366912134,6.758694481,6.886181608,6.175217141,6.216399854,6.534567045,6.216399854,6.061938109,4.857943175,5.337062632,5.840519617,5.542788778,6.175217141,6.366912134,6.668284347,6.841423146,5.876274076,6.930377383,6.534567045,6.216399854,5.768543474,6.628165727,6.44761097,6.328453775,6.44761097,5.9095804,6.496902677,6.534567045,6.710833519,6.841423146,6.40684544,6.366912134,6.841423146,6.175217141,6.175217141
hsa-miR-30e*,3.473839342,2.230782238,2.7122715,3.963153749,4.167457934,1.415237303,2.743730537,3.388919362,4.041391975,3.076165078,4.083653451,4.10311273,3.604510202,2.999607704,3.777238544,2.999607704,3.388919362,2.808936121,3.473839342,3.310252395,3.029934937,3.257059712,2.343430149,3.014832448,2.808936121,1.62121968,4.914990422,3.923131844,3.98193863,2.445586662,4.021781361,2.316414729,4.237074311,3.83004867,0.192183321,3.491563956,2.695824537,3.310252395,3.525091255,4.083653451,3.257059712,4.696680295,2.28768034,2.695824537
hsa-miR-31,0,0.000469439,0,0,0,0,0,0,0,0,0,3.637377979,0,0,4.442918641,3.119354194,0,0.000469439,0.000210173,3.743409843,0,2.400202687,1.028977239,0,0,0,0,0,0,0,0,0,4.514803547,6.175217141,2.534191149,0,3.619077465,0.000210173,1.180990354,0.143542874,0,0,0.20317494,0
hsa-miR-31*,0,0.000469439,0,0,0,0,0,0,0,0,0,3.84809489,1.487570754,0,4.420569428,3.014832448,0,0.000469439,0.000210173,2.849598651,0,0.001629967,0.000104359,0,1.006149806,0,0,0.068800242,0,0,0,0,5.005379822,5.804732895,3.525091255,0,3.98193863,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-32,0,0.000469439,1.501420083,0.737558317,2.821983801,0,0,0,0.624458783,0,1.388897642,1.888982949,2.593606658,1.154593848,1.360079356,1.914909542,2.35704555,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,3.182340094,2.230782238,0,2.415027617,0.474963928,0,0,0.91223565,1.673018732,0.000688884,3.014832448,0,0,1.661021607,1.192782785
hsa-miR-32*,1.821928449,2.924850218,0.773683463,2.489484758,1.2884626,2.274756668,2.302707719,2.146091542,2.050500585,1.747316292,2.050500585,2.089376242,1.86038934,1.26367178,1.2884626,1.401521514,1.388897642,1.86038934,2.400202687,1.605955667,2.009521591,2.28768034,1.783400498,2.564041135,3.09097306,2.215580827,3.506924995,3.014832448,2.400202687,2.07651485,2.837117046,2.33051656,2.938773065,0.755905171,3.473839342,1.760060413,1.439870071,1.118642239,2.593606658,3.84809489,3.637377979,2.821983801,1.514700281,1.230321306
hsa-miR-320a,6.800394784,7.920313811,6.138497045,6.216399854,5.542788778,7.65840159,6.496902677,6.628165727,5.710094112,5.943235306,5.572643291,5.572643291,5.60464848,5.177135544,5.768543474,6.138497045,6.175217141,6.138497045,6.366912134,6.024932903,6.28962553,6.886181608,6.40684544,6.175217141,5.420391545,6.886181608,5.9095804,5.337062632,5.152925114,5.478698449,5.710094112,6.099762759,5.274051435,5.637435521,6.061938109,5.982868634,5.37000481,5.337062632,5.51444633,5.243067798,6.216399854,5.741279291,5.943235306,5.51444633
hsa-miR-320b,8.72494105,9.335101163,8.150291806,7.920313811,7.420080313,9.085242946,8.597085718,8.800085785,7.975153482,8.029483334,7.711322335,7.150759122,7.060542857,7.195043886,7.239395197,7.61234271,8.260775254,8.029483334,7.975153482,8.150291806,7.567421222,8.72494105,8.518852375,8.150291806,7.462185096,7.462185096,7.61234271,7.420080313,6.976582023,7.515740434,7.711322335,7.813546719,7.104662093,7.104662093,7.281176188,7.65840159,7.195043886,7.150759122,7.462185096,7.281176188,8.202020921,7.368308516,7.65840159,7.150759122
hsa-miR-320c,8.518852375,9.085242946,7.920313811,7.61234271,7.281176188,8.865655157,8.082838352,8.597085718,7.368308516,7.920313811,7.462185096,7.195043886,6.976582023,7.239395197,7.150759122,7.711322335,7.920313811,7.975153482,7.86242627,7.86242627,7.150759122,8.65603669,8.453585406,8.029483334,7.368308516,7.567421222,7.65840159,7.195043886,6.800394784,7.324369869,7.61234271,7.61234271,7.018849089,6.976582023,7.239395197,7.515740434,7.060542857,7.018849089,7.150759122,7.104662093,8.3809158,7.195043886,7.368308516,7.018849089
hsa-miR-320d,9.519927369,10.05355213,8.597085718,9.009419795,8.082838352,10.16742127,8.932139577,9.43191641,8.3809158,9.009419795,8.453585406,8.029483334,7.755448959,7.86242627,7.86242627,8.453585406,9.009419795,8.800085785,8.65603669,8.932139577,8.150291806,9.617301304,9.085242946,8.932139577,8.260775254,8.65603669,8.3809158,7.975153482,7.61234271,8.150291806,8.3809158,8.518852375,7.755448959,7.755448959,7.975153482,8.65603669,8.202020921,8.029483334,8.082838352,7.755448959,8.932139577,8.202020921,8.518852375,7.711322335
hsa-miR-323-3p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,2.118586816,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-323-5p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.252612287,1.696708487,0,3.884994217,0,0,1.648833739,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-323b-5p,0,0.000469439,1.554635774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0.3387261,0,0,0,0,1.154593848,0,0,0.000210173,0.000688884,1.605955667,0.366893363,0,0,0
hsa-miR-324-3p,6.44761097,7.104662093,6.628165727,6.44761097,5.710094112,7.711322335,6.841423146,6.886181608,6.024932903,6.024932903,5.60464848,5.637435521,5.9095804,5.393607956,5.305828257,5.033537101,5.710094112,6.328453775,5.393607956,6.496902677,5.37000481,6.758694481,6.328453775,5.60464848,6.577813393,5.177135544,5.637435521,5.637435521,5.204957798,5.60464848,5.840519617,6.138497045,4.83084203,5.672120112,6.099762759,5.420391545,5.274051435,5.478698449,5.337062632,5.305828257,4.802989424,4.83084203,5.876274076,5.542788778
hsa-miR-324-5p,4.514803547,3.197211484,4.696680295,4.887859426,4.696680295,4.254898713,4.237074311,4.83084203,4.592350987,4.420569428,4.914990422,4.350156542,4.887859426,3.760961501,3.884994217,3.104581722,4.887859426,3.707088085,3.79651237,4.299891624,4.10311273,3.79651237,4.279327522,3.812010791,3.651968315,1.554635774,0.824469678,0.897860067,3.884994217,2.578867505,0.226898097,3.586921049,3.83004867,3.67090991,2.009521591,2.676827419,4.254898713,4.396413896,3.586921049,3.438166393,0,1.648833739,4.396413896,4.189436769
hsa-miR-325,0,0.000469439,0.23569893,0,0,2.089376242,0,0,0.57276422,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0.402101838,0,0.231412232,0,0.058919934,2.791744106,0,0,0,0,0.520798859,1.661021607,0,0.000210173,0.000688884,0.218291632,1.077964695,0.077238145,0,0
hsa-miR-326,0,0.000469439,0,0,0.564571306,0,0,0,5.005379822,0,0,0,0,0,0,0,0.493243553,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,1.219215914,0,0,1.360079356,2.695824537,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-328,0,0.000469439,0,0.855883373,0,0.085901245,0,0,0.793025762,2.26026349,1.312643421,0,0.590355018,1.241005105,0,0,0.876556614,0.000469439,0.000210173,2.343430149,1.47482388,0.001629967,1.808006742,0,1.579780641,0,0.058919934,0,0,0,0,1.091513188,0,0,0,0,1.105126696,0.000210173,0.000688884,0,0,0,0.063801323,1.401521514
hsa-miR-329,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0.332719806,0,0.528126843,0,0.173270438,0,0,0,0,0,1.554635774,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-330-3p,2.07651485,0.000469439,0,0.677396164,1.955894582,2.302707719,2.38360787,1.526599028,1.2884626,0,1.673018732,1.605955667,1.943023464,0.945821902,1.566691648,1.733143855,1.016775354,0.000469439,0.000210173,2.37E-05,1.747316292,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0.067901602,0,0,2.880593495,0.000688884,0,0,0,0,1.312643421
hsa-miR-330-5p,0,0.000469439,0,0,0,0,0.590355018,0,0,0,0,0,0,0,0,0,0.39393591,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,1.206598562,0,0,0.60854242,0,0,0,1.2884626,0,0,0.000210173,0.000688884,0.544990959,0,3.239660542,0,0
hsa-miR-331-3p,5.393607956,4.62071995,5.768543474,5.51444633,6.138497045,5.124812242,5.478698449,6.024932903,6.28962553,6.496902677,6.099762759,5.876274076,6.668284347,5.124812242,5.637435521,5.60464848,7.420080313,5.478698449,6.175217141,5.420391545,6.175217141,5.768543474,5.177135544,5.478698449,6.534567045,4.723866654,6.577813393,5.982868634,6.44761097,6.628165727,6.40684544,5.710094112,6.44761097,6.366912134,6.628165727,6.061938109,5.243067798,6.099762759,6.099762759,6.216399854,6.534567045,5.9095804,5.60464848,5.741279291
hsa-miR-331-5p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,5.337062632,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,2.476718533,0,0,0,0
hsa-miR-335,0,0.000469439,0,0,1.47482388,0,0,0,0,0,0,2.400202687,1.2884626,1.006149806,2.07651485,1.635115657,2.050500585,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,1.312643421,0,0,0,0,0,0,0.598794406,0,0.945821902,1.969992557,0,0,0,0.000210173,0.000688884,0,0,0,1.206598562,0.373711909
hsa-miR-335*,2.037535075,1.579780641,1.62121968,1.648833739,1.192782785,0.935576818,1.47482388,0,0.278261267,1.795111502,0.361728149,2.037535075,1.928823294,1.427961028,1.241005105,1.808006742,1.888982949,2.274756668,2.037535075,2.61236207,2.159004299,1.566691648,1.747316292,2.760741598,0,0,2.245286235,2.174050278,0.657343196,3.707088085,3.104581722,1.066427085,0.493243553,2.062622329,0.366893363,2.548471325,1.335273767,2.343430149,2.28768034,0,1.834923617,1.733143855,1.299668612,1.450754003
hsa-miR-337-3p,0.553974371,2.28768034,0.784131182,0,0,1.401521514,0,0,0,2.302707719,1.251862187,0.564571306,1.62121968,0,0,0.773683463,0.897860067,0.000469439,0.000210173,1.846753956,1.834923617,0.001629967,1.347776058,0,0.564571306,0,0,0,0.590355018,0,0,1.902280955,0,0,3.119354194,2.159004299,0,0.000210173,1.846753956,0,1.206598562,0.091600186,1.27734253,0.463370514
hsa-miR-337-5p,0.677396164,0.000469439,0.218291632,2.35704555,2.302707719,0.106164405,1.821928449,1.873635642,1.747316292,0.811535269,2.174050278,0,0,0,0,0,0.993479631,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.053547356,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,2.880593495,0,0,0,0.32640384
hsa-miR-338-3p,4.47035214,3.134813182,5.274051435,6.710833519,5.804732895,4.943665504,4.32590301,5.393607956,5.60464848,5.60464848,5.4480574,7.239395197,3.812010791,6.254179667,6.577813393,5.061289641,6.758694481,5.60464848,3.210999858,5.572643291,3.149864938,2.302707719,3.554392902,5.4480574,7.060542857,3.637377979,5.572643291,5.005379822,7.65840159,7.711322335,7.920313811,2.629382005,4.041391975,4.802989424,6.841423146,4.001280655,6.710833519,3.473839342,7.239395197,3.257059712,4.10311273,6.886181608,3.84809489,3.554392902
hsa-miR-338-5p,0,0.000469439,0,0,0,0.214954974,0,0,0,0,0,0.310262706,0,0.846026326,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,3.059056005,0,0,0.097339535,0.079078921,0,2.400202687,1.760060413,0,0,0,0,0,0.000210173,0.000688884,0,0.218291632,0,0,0
hsa-miR-339-3p,0,0.000469439,0,0,0,3.473839342,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-339-5p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,2.534191149,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-33a,3.586921049,3.166519652,3.688968135,3.619077465,3.941958198,3.923131844,3.119354194,4.001280655,3.570606843,2.050500585,3.438166393,3.570606843,3.525091255,2.924850218,2.896779212,2.880593495,3.438166393,1.914909542,2.534191149,1.388897642,1.251862187,2.35704555,3.166519652,3.291632065,2.343430149,2.037535075,2.430407623,3.272466251,3.339848903,4.802989424,2.776053194,1.312643421,4.063364105,3.059056005,2.215580827,2.245286235,1.955894582,3.210999858,3.743409843,3.538780354,2.159004299,3.059056005,3.272466251,2.445586662
hsa-miR-33a*,0,0.000469439,1.760060413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.91223565,0,0,0,0,0,0,0,1.299668612,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-33b,0,0.000469439,0.252612287,0.474963928,0,0,0,0.924313215,0,0,0,1.14211655,0.636201884,0,0,0,0.409673442,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,2.953166176,0,1.846753956,0.320319124,0.061758812,0.855883373,0,0,2.062622329,0,0,0,0,0.000210173,0.000688884,0.252612287,1.016775354,0,0,0.598794406
hsa-miR-33b*,3.525091255,4.32590301,3.059056005,3.239660542,2.593606658,2.849598651,3.223639942,3.272466251,2.776053194,3.865734802,3.812010791,2.726303974,2.938773065,2.967862222,2.821983801,2.866904282,2.662512674,4.083653451,6.577813393,6.758694481,5.943235306,7.281176188,4.124833952,3.604510202,4.021781361,4.211440925,2.009521591,4.254898713,1.105126696,3.372814876,3.743409843,4.538620572,3.223639942,4.189436769,1.016775354,4.167457934,3.637377979,3.67090991,4.279327522,3.456623181,4.943665504,4.144628657,3.388919362,3.760961501
hsa-miR-340,0,0.000469439,0,1.415237303,2.476718533,0.924313215,0.993479631,2.118586816,1.605955667,0,0.71776041,1.539540547,1.969992557,0.455207671,0.707711485,1.118642239,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0.332719806,0,0,1.593000388,0,1.450754003,0,0,0,0.624458783,0.91223565,0,0,0,0.000210173,0.000688884,0.244530191,0,0.121948762,0,0.214954974
hsa-miR-340*,0,0.000469439,0,0,1.888982949,1.154593848,0,0,1.167470676,0.945821902,1.299668612,1.427961028,1.914909542,0,0.455207671,0,1.450754003,0.000469439,0.000210173,2.37E-05,1.27734253,0.001629967,0.000104359,0.855883373,0,0,0,0,2.61236207,0.152286117,0.764478754,0,0,1.526599028,0.689067049,0,0,0.000210173,0.000688884,0,0,0.271914459,0.474963928,0.314766677
hsa-miR-342-3p,7.195043886,7.018849089,6.024932903,6.534567045,6.254179667,7.239395197,6.366912134,6.40684544,5.982868634,6.175217141,5.943235306,5.9095804,5.177135544,4.592350987,5.478698449,4.442918641,4.420569428,5.420391545,5.243067798,5.982868634,4.857943175,5.089669711,5.337062632,4.396413896,5.768543474,5.51444633,2.519805284,5.710094112,6.061938109,5.572643291,5.943235306,4.751026073,5.60464848,5.4480574,5.243067798,4.887859426,5.637435521,5.393607956,4.83084203,4.563493623,3.98193863,4.279327522,5.124812242,5.393607956
hsa-miR-342-5p,3.491563956,2.676827419,2.415027617,3.182340094,3.388919362,3.076165078,2.791744106,2.849598651,3.197211484,2.866904282,2.61236207,2.629382005,2.062622329,0.30433669,2.430407623,1.747316292,0.520798859,0.000469439,2.61236207,2.35704555,1.673018732,2.023012579,1.566691648,1.219215914,0.677396164,1.299668612,2.849598651,3.059056005,0,0.39393591,0.91223565,1.401521514,0.387381152,0.528126843,0.218291632,1.86038934,2.215580827,1.710613927,2.062622329,0,0.727730631,2.33051656,0.69873471,1.635115657
hsa-miR-345,0,0.000469439,0,0,0,0.69873471,0.463370514,1.388897642,0,0,0,0,0,1.928823294,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,1.648833739,1.335273767,0,2.230782238,0.000210173,0.000688884,0,0,0,1.016775354,1.27734253
hsa-miR-346,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,2.28768034,0,0,0,0,2.866904282,0,0,0,0,0,0,0,0.000210173,0.000688884,0.207709914,0,0,0,0
hsa-miR-34a,6.976582023,6.628165727,7.86242627,7.324369869,7.324369869,7.368308516,7.515740434,7.368308516,7.65840159,7.324369869,7.368308516,8.65603669,8.865655157,8.150291806,8.65603669,7.975153482,8.082838352,8.082838352,8.324281844,9.16104849,7.975153482,8.3809158,8.082838352,6.710833519,8.453585406,7.86242627,8.597085718,8.260775254,8.597085718,8.518852375,9.335101163,9.009419795,8.800085785,9.239851506,8.202020921,8.029483334,8.150291806,7.567421222,8.597085718,8.65603669,8.150291806,8.518852375,7.281176188,8.453585406
hsa-miR-34a*,0,0.000469439,0,0,0,0,0,0,0,0,0,0.499838262,0,0,0.590355018,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0.484895594,0,0,0,0.000210173,0.000688884,0.089706655,0,0,0,0
hsa-miR-34b,0,0.000469439,0.474963928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-34b*,2.726303974,2.26026349,1.635115657,2.578867505,2.743730537,1.566691648,2.760741598,2.445586662,2.953166176,2.534191149,2.924850218,3.619077465,3.760961501,2.808936121,3.325885189,2.808936121,2.821983801,2.662512674,2.593606658,2.837117046,2.849598651,2.519805284,3.09097306,2.33051656,1.673018732,1.783400498,0.945821902,1.928823294,4.001280655,1.066427085,3.456623181,2.999607704,3.743409843,4.83084203,0,1.969992557,2.159004299,2.461688915,2.791744106,1.834923617,3.604510202,3.356426099,2.302707719,2.7122715
